Index,TagID_Hex,PRI,TagID_Dec
9,E542,5,58690
11,E928,5,59688
10,E656,5,58966
4,DAC9,5,56009
17,ED35,5,60725
7,DD62,5,56674
13,EB51,5,60241
8,DE96,5,56982
2,DA75,5,55925
3,DAA7,5,55975
18,ED6E,5,60782
16,ECB4,5,60596
6,DBBA,5,56250
5,DB1A,5,56090
1,DA35,5,55861
15,EC55,5,60501
14,EB6C,5,60268
12,EA9B,5,60059
